name,ratings,reviews,price,city,stay
Shine Hospitality Crown,6.2,Review score,74,Mumbai,2
Premium Apartment in Hiranandani Powai by Maxxvalue - Chitranjan,8.9,Fabulous,157,Mumbai,2
Collection O Shubharambh Lodging And Boarding,6.7,Review score,55,Mumbai,2
Hotel Amber Suite Near Mumbai Airport,6.5,Review score,46,Mumbai,2
Hotel Arma Residency,10.0,Exceptional,51,Mumbai,2
Hotel Royal Castle,8.1,Very good,87,Mumbai,2
"Hotel Welcome, Mumbai",6.0,Review score,69,Mumbai,2
Hotel Rabis Inn,3.5,Review score,56,Mumbai,2
Hotel Shilpa Residency,3.3,Review score,113,Mumbai,2
OYO Flagship Hotel King Residency,1.5,Review score,50,Mumbai,2
Hotel Milan International,7.9,Good,100,Mumbai,2
Hotel Golden Palms,7.1,Good,60,Mumbai,2
Hotel Le Grande - Mumbai International Airport,6.8,Review score,140,Mumbai,2
Mango Marol Dormitory,7.9,Good,8,Mumbai,2
Sunrise Hostel Dormitory,6.6,Review score,17,Mumbai,2
Prince Solo Hostel,5.3,Review score,17,Mumbai,2
Hotel A. K. International - Fort,7.9,Good,95,Mumbai,2
Shivyog guesthouse,7.1,Good,43,Mumbai,2
Ramee Guestline Hotel Khar,5.8,Review score,131,Mumbai,2
MIG SUITES,6.1,Review score,92,Mumbai,2
Hotel West Blue,6.0,Review score,71,Mumbai,2
Hotel Riva International- Goregaon West Mumbai,7.0,Good,62,Mumbai,2
Rich Hotel Mumbai,1.3,Review score,78,Mumbai,2
"Bandra Studio Lokhandwala House, Near Carter Road, Palli Hill by Connekt Homes",6.6,Review score,99,Mumbai,2
HOTEL SIGNATURE INN,1.7,Review score,51,Mumbai,2
Kohinoor Dormitory,7.2,Good,10,Mumbai,2
Isec Apartment,7.5,Good,78,Mumbai,2
Casa Cabin Stay Mumbai,5.3,Review score,17,Mumbai,2
OYO Flagship Hansh Residency,7.2,Good,31,Mumbai,2
"Hotel Ashray International, Sion",4.6,Review score,89,Mumbai,2
Hotel Zillion Executive - Kurla West Mumbai,7.8,Good,69,Mumbai,2
ARTUS HOTEL,6.5,Review score,77,Mumbai,2
The United Hotel,1.7,Review score,33,Mumbai,2
Hotel Royal Grand - Near Mumbai International Airport,5.5,Review score,42,Mumbai,2
Ahlan Dormitory,8.0,Very good,5,Mumbai,2
Regency Hotel Malabar Hill,5.0,Review score,175,Mumbai,2
Hotel Sai Inn,7.5,Good,144,Mumbai,2
SPOT ON Samadhan Lodging & Boarding,4.9,Superb 9.2,23,Mumbai,2
The Retreat Hotel & Convention Centre,5.4,Review score,163,Mumbai,2
Hotel Taj Lodging,6.8,Review score,43,Mumbai,2
Hygeinic Airport Dormitory Near by BOM,7.2,Review score,11,Mumbai,2
SPOT ON Samadhan Lodging & Boarding,5.7,Good,23,Mumbai,2
Ared Space-Near Vile Parle Railway Station,4.0,Review score,20,Mumbai,2
Sharda Residency,8.0,Review score,26,Mumbai,2
OYO Flagship Goodwill Lodging,4.2,Very good,25,Mumbai,2
Hotel New Silver Elite,6.0,Review score,39,Mumbai,2
Luxy Homestay In Wadala,7.1,Review score,88,Mumbai,2
Wind Flower Regency - Near Kokilaben Hospital,10.0,Good,34,Mumbai,2
Hotel Royal Castle,6.7,Exceptional,87,Mumbai,2
OYO Flagship Hotel Elite Plaza,7.6,Review score,34,Mumbai,2
AAI Om Residency,6.8,Good,48,Mumbai,2
Hotel Cliffton,9.0,Review score,159,Mumbai,2
Royal Park Hotel Dockyard,7.1,Superb,92,Mumbai,2
Private master bedroom,4.9,Good,60,Mumbai,2
Hygeinic Airport Dormitory Near by BOM,6.2,Review score,11,Mumbai,2
GOLDEN STAR DORMITORY,4.3,Review score,9,Mumbai,2
Hotel Horizon,7.6,Review score,55,Mumbai,2
Mumbai Staytion Dorm- Hostel,5.3,Good,18,Mumbai,2
TAJ LODGING,6.0,Review score,45,Mumbai,2
Nine Hills,1.3,Review score,51,Mumbai,2
OYO Hotel Metro House,8.1,Review score,47,Mumbai,2
Hotel Amazing - Asalpha Metro Station,5.8,Very good,39,Mumbai,2
Mabrook Dormitory,7.1,Review score,7,Mumbai,2
Hotel New Bengal,4.6,Exceptional 10,57,Mumbai,2
Mahira Dormitory,4.9,Good,7,Mumbai,2
"Arora Bhavan Studio 1A, Khar West by Connekt Homes",7.7,Review score,142,Mumbai,2
hotel Beverly Plaza BKC,1.0,Review score,96,Mumbai,2
Oxford Powai,5.2,Good,76,Mumbai,2
Hotel Grandeur-Near Mumbai International Airport,4.5,Review score,137,Mumbai,2
Hotel Borivali Executive - Near Borivali Railway Station,4.1,Review score,81,Mumbai,2
Backpack Stay,7.6,Review score,17,Mumbai,2
Hotel New Deepak,7.4,Review score,48,Mumbai,2
Stayvilla Hostel,6.4,Good,15,Mumbai,2
Good Luck Residency,3.7,Good,54,Mumbai,2
Hotel Pearl View - Near US Embassy BKC,3.5,Review score,55,Mumbai,2
Hotel Zillion Executive - Kurla West Mumbai,5.1,Review score,88,Mumbai,2
Regency Hotel Malabar Hill,7.0,Review score,175,Mumbai,2
Dormitory Hub,2.3,Review score,12,Mumbai,2
Super Guest House,6.6,Good,26,Mumbai,2
New Abza Dormitory,7.0,Review score,8,Mumbai,2
Social Hubz Hostel,4.8,Review score,12,Mumbai,2
Welcome Hostel-PG,5.2,Good,7,Mumbai,2
Hotel West INN-Near Mumbai International Airport,5.1,Review score,68,Mumbai,2
Popular Dormitory,7.0,Review score,8,Mumbai,2
MAPLE SOCIAL HUBZ-HOSTEL,4.6,Review score,17,Mumbai,2
De Classico Hotel,6.6,Good,51,Mumbai,2
Super OYO Flagship Vira Palace,7.0,Review score,27,Mumbai,2
Bandra Dormitory,6.2,Review score,10,Mumbai,2
Hotel BKC Garden - Near US Embassy Bkc Mumbai,4.7,Good,90,Mumbai,2
Awesome Dormitory Male Only,8.9,Review score,12,Mumbai,2
BKC Dormitory Bandra East,4.0,Review score,13,Mumbai,2
FabExpress Shalimar,4.8,Fabulous,70,Mumbai,2
Small Private Room with Attached Bath near Mulund Railway station,6.5,Review score,67,Mumbai,2
OYO Hotel Diplomat,5.5,Review score,28,Mumbai,2
SD Hostel AC Deluxe,7.0,Review score,6,Mumbai,2
Hotel Guestinn Residency,6.3,Review score,53,Mumbai,2
"Casa Bella, Near Hinduja Hospital by Connekt Homes",6.1,Good,133,Mumbai,2
Royal Dormitory,3.6,Review score,11,Mumbai,2
Hotel Ganesh Palace,6.3,Review score,70,Mumbai,2
Hotel Janata,5.4,Review score,39,Mumbai,2
OYO Hotel Vrindavan Residency,5.5,Review score,30,Mumbai,2
Hebbar's Heritage Home,5.5,Review score,24,Mumbai,2
Hotel Golden Sands Inn,5.5,Review score,51,Mumbai,2
New Metro Guest House,1.0,Review score,65,Mumbai,2
Golden Residency,6.7,Review score,58,Mumbai,2
Hotel Maroshi,7.0,Review score,33,Mumbai,2
ZEST STAYS - IIT,4.2,Review score,44,Mumbai,2
FabHotel Bhiwandi Palace,5.7,Good,47,Mumbai,2
Solo Backpacker,7.0,Review score,19,Mumbai,2
OYO Flagship 64671 Royal Aqua,5.8,Review score,44,Mumbai,2
Hotel janata Residency,7.1,Good,29,Mumbai,2
Hotel New Ahlan By Glitz Hotels,4.3,Review score,33,Mumbai,2
New Mahira Dormitory,7.7,Good,8,Mumbai,2
Hotel Elite 59,6.0,Review score,58,Mumbai,2
AVIRAHI HOTEL,4.8,Good,19,Mumbai,2
"Hotel Sai Plaza, Chembur Mumbai",7.7,Review score,55,Mumbai,2
Hotel Bliss Executive,4.5,Review score,89,Mumbai,2
New Metro Guest House,5.0,Good,65,Mumbai,2
Hotel New Ahlan By Glitz Hotels,7.5,Review score,33,Mumbai,2
New Mahira Dormitory,8.2,Review score,8,Mumbai,2
Hotel Ganesh Palace,6.6,Good,70,Mumbai,2
AVIRAHI HOTEL,4.8,Very good,19,Mumbai,2
"Hotel Sai Plaza, Chembur Mumbai",6.0,Review score,55,Mumbai,2
Yaan Dormitory Gents Hostel,7.5,Review score,8,Mumbai,2
Crystalinn dormitory,8.2,Review score,13,Mumbai,2
Super OYO Flagship Hotel Dhiman Residency,4.5,Good,35,Mumbai,2
Hotel BKC Corporate Inn,5.7,Very good,19,Mumbai,2
Hotel Nest Inn,5.6,Review score,29,Mumbai,2
Vishal Hall,5.3,Review score,84,Mumbai,2
OYO SAI PALACE,4.5,Review score,26,Mumbai,2
Hotel Qamar,6.4,Review score,21,Mumbai,2
Hotel Ameya,5.9,Review score,116,Mumbai,2
Town Hostel Mumbai - AC Dormitory,4.3,Review score,13,Mumbai,2
Flagship Nandi Palace Lodging And Boarding,4.2,Review score,32,Mumbai,2
Hotel Delight,2.7,Review score,48,Mumbai,2
Hotel Star Residency,7.6,Exceptional 9.6,53,Mumbai,2
"Hotel Safalta Residency, Chembur",3.4,Review score,58,Mumbai,2
Hsquare Hotel Andheri West,7.3,Review score,103,Mumbai,2
Vakola Dormitory AC Beds,5.5,Good,9,Mumbai,2
The Altruist Business Hotel Andheri,5.7,Review score,141,Mumbai,2
Hotel Aga Begs,6.0,Good,82,Mumbai,2
Hotel Aga Begs,9.0,Review score,82,Mumbai,2
Hotel Kishan Lodging & Boarding,1.0,Review score,38,Mumbai,2
HOTEL VERSOVA INN,6.2,Review score,58,Mumbai,2
FabHotel Realm Inn,7.6,Superb,89,Mumbai,2
ASRA Dormitory,7.7,Review score,12,Mumbai,2
Andheri-69-Dormitory,5.6,Review score,11,Mumbai,2
Hotel Shera Residency,7.5,Good,39,Mumbai,2
Al Ahad Boutique Hotel,1.0,Good,60,Mumbai,2
Hotel Casba 9 & Dormitory,7.7,Review score,11,Mumbai,2
"Budget Cozy Ac Double Lemon Room Mumbai Nr Metro, Stations",3.0,Good,17,Mumbai,2
Hotel Hometown Near US Embassy BKC,4.9,Review score,77,Mumbai,2
Sun Inn Residency,1.0,Good,41,Mumbai,2
Hotel Golden Sagar,6.2,Review score,42,Mumbai,2
Hotel Sai Bansi Hospitality,4.0,Review score,40,Mumbai,2
golden dormitory,8.0,Review score,13,Mumbai,2
MIG SUITES,6.4,Review score,77,Mumbai,2
Hotel Castle Inn,1.0,Review score,73,Mumbai,2
Salaam Namastey Backpackers,3.9,Very good,17,Mumbai,2
Hotel Palace Residency near Lokmanya Tilak Terminus,10.0,Review score,39,Mumbai,2
Hotel Sea View - Near Taj Hotel,5.3,Review score,67,Mumbai,2
Super Champions Hostel,6.3,Review score,7,Mumbai,2
Kailasha - Hostel Cum PG,1.0,Exceptional,10,Mumbai,2
Kale house,4.0,Review score,19,Mumbai,2
Hotel Sai Parikrama,3.5,Review score,26,Mumbai,2
Luxurious Cozy 1 King Bed suite with free parking,6.7,Review score,76,Mumbai,2
Hotel Castle Inn,5.5,Review score,73,Mumbai,2
MIG SUITES,5.5,Review score,77,Mumbai,2
Super Champions Hostel,3.0,Review score,7,Mumbai,2
Hotel Sai Parikrama,4.2,Review score,27,Mumbai,2
Kailasha - Hostel Cum PG,7.5,Review score,10,Mumbai,2
Kale house,10.0,Review score,19,Mumbai,2
Hotel Palace Residency near Lokmanya Tilak Terminus,4.8,Review score,39,Mumbai,2
"Strand Hotel, Colaba",3.0,Good,145,Mumbai,2
Hotel Al Madina palace,1.0,Exceptional,87,Mumbai,2
Hotel Residency Park,4.0,Review score,56,Mumbai,2
BALAS RESIDENCY,4.1,Review score,39,Mumbai,2
DIAMOND HOTEL,1.0,Review score,134,Mumbai,2
"HOTEL GOLDEN INN, MUMBAI",7.8,Review score,92,Mumbai,2
MY DORMITORY,8.5,Review score,14,Mumbai,2
Treebo Trend Arvind Residency,8.2,Review score,72,Mumbai,2
HOTEL RIGGA INN KOKILABEN DHIRUBHAI AMBANI Hospital,8.2,Good,43,Mumbai,2
Ranger,8.5,Very good,105,Mumbai,2
Hotel Golden Hayyath Inn,7.2,Very good,79,Mumbai,2
Super OYO Collection O Hotel Phoenix,7.3,Very good,28,Mumbai,2
Hotel Grand Skylight,8.0,Very good,52,Mumbai,2
CABIN STAY-SOCIAL HUBZ,8.8,Good,29,Mumbai,2
B H Residency,7.6,Good,14,Mumbai,2
Indian Drom Hostel-PG,7.8,Very good,9,Mumbai,2
Royal Cabin Stay,8.1,Fabulous,18,Mumbai,2
Hotel Parklane,7.4,Good,120,Mumbai,2
"Hotel Siddharth Residency- Siddharth Nagar, Goregaon West",6.7,Good,61,Mumbai,2
Saffron Dormitory Goregaon East,7.8,Very good,9,Mumbai,2
HOTEL SUMIT PALACE,7.0,Good,52,Mumbai,2
OYO Flagship Sri Lodge,7.6,Review score,24,Mumbai,2
Hotel Prasad NX,6.3,Good,24,Mumbai,2
ELLIOTT INN A.C DORMITORY,7.8,Good,18,Mumbai,2
Hostel Mantra,7.6,Good,30,Mumbai,2
"Wagoba Eco Lodge , Tadoba",7.1,Review score,470,Mumbai,2
Lucky Service Apartments,7.8,Good,85,Mumbai,2
Star Dormitory,7.4,Good,10,Mumbai,2
"Hotel Welcome Inn,Mumbai",6.8,Good,53,Mumbai,2
1BR Apartment Parel,6.2,Good,73,Mumbai,2
Hotel Mumbai Residency,6.9,Good,38,Mumbai,2
Royal Guest House by WB Inn,7.4,Review score,72,Mumbai,2
Hotel Embassy Suites - Bandra Kurla Complex - BKC Mumbai,7.0,Review score,59,Mumbai,2
Tranquil - 1 BHK with Pocket Terrace,6.9,Review score,120,Mumbai,2
Om Residency Hotel,6.4,Good,48,Mumbai,2
Lucky Hotel Goregaon,6.0,Good,77,Mumbai,2
Hotel Twigo Inn By WB Inn,6.7,Review score,65,Mumbai,2
Kritika Accoommdates P G,6.1,Review score,33,Mumbai,2
"Sunshine Backpackers, Airport",9.1,Review score,17,Mumbai,2
Robert villa,8.3,Review score,39,Mumbai,2
Hotel Alfa International,9.4,Review score,98,Mumbai,2
New Passenger Dormitory,7.2,Superb,8,Mumbai,2
Hotel Bkc Palace,7.1,Very good,65,Mumbai,2
Hotel Merakee - Near Dahisar Mira Road Mumbai,6.4,Superb,76,Mumbai,2
Hotel Amber Yellow Season Near Mumbai Airport,8.1,Good,101,Mumbai,2
Hotel Sapna,6.9,Good,119,Mumbai,2
FabExpress Embassy Grand,7.9,Review score,50,Mumbai,2
Spring Resort & lodging,7.2,Very good,94,Mumbai,2
Golden Oak Lodging By WB Inn,7.6,Review score,46,Mumbai,2
The Byke Brightland Resort Pure Veg,6.8,Good,81,Mumbai,2
Bombay 72 Dormitory,6.8,Good,10,Mumbai,2
M k Domentry,7.3,Good,10,Mumbai,2
Hotel Om Residency,6.2,Review score,37,Mumbai,2
"Hotel White Sand , Mumbai",7.6,Review score,63,Mumbai,2
Perfect Dormitory,6.6,Good,8,Mumbai,2
Hotel Sanjary Palace,7.4,Review score,60,Mumbai,2
OYO Flagship Sea land lodging & Restuarant,6.8,Good,52,Mumbai,2
Mayura Aureole CoLiving,6.5,Review score,42,Mumbai,2
cozy private room amidst the city,7.6,Good,69,Mumbai,2
Metro Residency Jogeshwari,7.1,Review score,96,Mumbai,2
M B Residency Lodging & Boarding By WB Inn,8.9,Review score,48,Mumbai,2
Passion Homes,6.0,Good,181,Mumbai,2
GharApna Hostel,7.9,Good,36,Mumbai,2
"Seelan Nadar Holiday Resort,Mumbai",6.3,Fabulous,78,Mumbai,2
"Hotel Central Inn, Mumbai",6.9,Review score,120,Mumbai,2
Bitul Lodging & Boarding By WB Inn,7.4,Good,72,Mumbai,2
Hotel OVO Residency Near Masjid Bunder Railway Station,5.0,Review score,43,Mumbai,2
TRIPTHI LODGING & BOARDING,7.8,Review score,33,Mumbai,2
Horizon Inn Near Exhibition Center,6.7,Good,87,Mumbai,2
Hotel Ocean Residency By WB Inn,6.8,Review score,60,Mumbai,2
Hotel royal orbit in,6.7,Good,75,Mumbai,2
Hotel Durga Elite Mumbai,9.6,Review score,84,Mumbai,2
Nest Dormitory,6.3,Review score,21,Mumbai,2
Pleasure Place,7.3,Review score,190,Mumbai,2
Artist Alley Apartments,6.3,Exceptional,371,Mumbai,2
Glass Luxe Villa,7.8,Review score,361,Mumbai,2
"Home2 Suites and Service Apartments, Mumbai Airport",7.2,Good,173,Mumbai,4
JW Marriott Mumbai Juhu,6.1,Review score,"1,156",Mumbai,4
Theory9 Premium Service Apartments Bandra,7.6,Good,390,Mumbai,4
Sofitel Mumbai BKC,6.7,Good,"1,205",Mumbai,4
Novotel Mumbai International Airport,7.4,Review score,847,Mumbai,4
Hotel Bawa International,5.5,Good,385,Mumbai,4
FabExpress Adore Inn,8.4,Review score,130,Mumbai,4
Hotel Beverly Palace Sanatacruz,8.0,Good,158,Mumbai,4
Trident Bandra Kurla,6.5,Review score,"1,662",Mumbai,4
Hotel Oriental Aster- Mumbai International Airport,5.6,Very good,288,Mumbai,4
Hotel Bawa Regency,6.8,Very good,398,Mumbai,4
"Aurika, Mumbai Skycity - Luxury by Lemon Tree Hotels",7.6,Review score,889,Mumbai,4
FabHotel Amour Andheri East,4.7,Review score,128,Mumbai,4
"Treebo Trend Prime Grand, Andheri",7.7,Review score,96,Mumbai,4
Hilton Mumbai International Airport Hotel,6.5,Good,952,Mumbai,4
"Apex Beacon Hotel, Mumbai",7.6,Review score,279,Mumbai,4
FabHotel Axis International,7.9,Good,178,Mumbai,4
OYO Flagship Sunrise Residency,9.0,Review score,118,Mumbai,4
Aster Hotel Near Mumbai Airport,5.5,Good,134,Mumbai,4
FabHotel Spring Inn Kandivali,6.2,Good,220,Mumbai,4
Country Inn By Turtle Hotel and Resort,7.1,Superb,311,Mumbai,4
HOTEL AMBER PARAMOUNT,7.8,Review score,158,Mumbai,4
J Hotel and Banquets,7.0,Review score,168,Mumbai,4
FabHotel The Adore Palace,6.4,Good,105,Mumbai,4
Hotel Dream Palace Residency,5.8,Good,115,Mumbai,4
The Cattleya,7.0,Good,130,Mumbai,4
FabHotel Liwa International,7.6,Review score,152,Mumbai,4
Residency Sarovar Portico,7.0,Review score,369,Mumbai,4
FabExpress We Stay,7.6,Good,110,Mumbai,4
FabHotel Anam International,6.7,Good,170,Mumbai,4
Treebo Trend Seven Olives,5.3,Good,111,Mumbai,4
New Amber Palace Hotel,8.0,Good,121,Mumbai,4
FabHotel Royal Palace I,6.1,Review score,131,Mumbai,4
"The Taj Mahal Palace, Mumbai",7.3,Review score,"2,024",Mumbai,4
Astoria Hotel,7.3,Very good,542,Mumbai,4
Hotel Imperial,8.9,Review score,138,Mumbai,4
FabExpress Bindra Elite,4.3,Good,101,Mumbai,4
Hotel A K Fort Inn,7.9,Good,206,Mumbai,4
Treebo Trend Express Inn,9.5,Fabulous,173,Mumbai,4
FabHotel New 7 Star,6.9,Review score,117,Mumbai,4
FabExpress Prakash Inn,2.5,Good,180,Mumbai,4
HOTEL V.G,6.0,Exceptional,97,Mumbai,4
FabHotel Arc Palace,7.1,Review score,96,Mumbai,4
Arton Regency,6.5,Review score,126,Mumbai,4
FabExpress Orange Suite,6.2,Review score,122,Mumbai,4
Hotel Karl Residency,5.7,Good,173,Mumbai,4
FabHotel Ascot International II,4.5,Review score,125,Mumbai,4
FabHotel Cozy Inn,7.8,Review score,104,Mumbai,4
Royal Hometel Suites,6.3,Review score,280,Mumbai,4
FabHotel Grand Heritage Kurla West,6.5,Review score,134,Mumbai,4
Hostel Vasantashram CST Mumbai,6.3,Good,104,Mumbai,4
Backpackers Villa Mumbai,4.5,Review score,35,Mumbai,4
ibis Mumbai Airport - An Accor Brand,6.3,Review score,497,Mumbai,4
Arton Regency,6.3,Review score,168,Mumbai,4
"Hotel Park View, Mumbai",7.2,Review score,223,Mumbai,4
FabExpress Prabhu Sharan,8.9,Review score,108,Mumbai,4
FabExpress Shalimar,6.1,Review score,139,Mumbai,4
HOTEL NEW VERTIGO SUITES,6.6,Good,121,Mumbai,4
Hotel Icon International Airport Mumbai,7.3,Fabulous,101,Mumbai,4
FabExpress Ascot International Andheri East,5.8,Review score,111,Mumbai,4
FabHotel Bhiwandi Palace,6.9,Review score,95,Mumbai,4
FabHotel Freedom International,5.8,Good,117,Mumbai,4
"Home2 Suites and Service Apartments, Mumbai Airport",6.2,Review score,173,Mumbai,4
FabHotel Admiral,5.8,Review score,161,Mumbai,4
FabExpress Colaba Grand,1.4,Review score,165,Mumbai,4
The Oriental Residency,6.7,Review score,308,Mumbai,4
FabExpress Shubham Inn,3.9,Review score,91,Mumbai,4
Hotel BH Lodge,6.4,Review score,65,Mumbai,4
FabHotel Park Residency,5.8,Review score,99,Mumbai,4
Hygienic Hotel Liberty Plaza,7.3,Review score,115,Mumbai,4
FabHotel Empire Suite,9.0,Review score,170,Mumbai,4
New Hotel Amber International Near International Airport T2,7.4,Review score,175,Mumbai,4
FabHotel Royal Mumbai International Airport,5.8,Good,165,Mumbai,4
Hotel Adore Palace - Near Mumbai Airport & Visa Consulate,2.8,Superb,84,Mumbai,4
LOTUS GRAND HOTEL MUMBAI,8.3,Good,105,Mumbai,4
Hotel Airport International Mumbai,6.9,Review score,217,Mumbai,4
Hotel Orritel West,7.4,Review score,416,Mumbai,4
Hotel Sai Residency,4.6,Very good,101,Mumbai,4
White House by Maxxvalue Service Apartments Bandra,6.5,Review score,347,Mumbai,4
Hotel Airport Palace,7.7,Good,115,Mumbai,4
Treebo Trend Olive Inn,5.7,Review score,190,Mumbai,4
Maxxvalue Hotel MIDC - Andheri,6.9,Review score,289,Mumbai,4
"Grand Hotel Mumbai - Ballard Estate, Fort",6.6,Good,385,Mumbai,4
Peace International,6.9,Review score,176,Mumbai,4
Sakinaka Dormitory AC Deluxe,5.7,Review score,13,Mumbai,4
Super OYO Malali Residency,4.6,Review score,99,Mumbai,4
"Hotel Flora Fountain,Fort",5.2,Review score,149,Mumbai,4
Hotel Sai Pritam,7.1,Review score,119,Mumbai,4
Hotel Antique - Colaba,5.8,Review score,163,Mumbai,4
ZEST STAYS 1054-ANDHERI WEST,6.4,Review score,18,Mumbai,4
OYO Hotel Airport Metro Near Chhatrapati Shivaji International Airport,5.5,Good,97,Mumbai,4
OYO Flagship Hotel Global Spaces,6.2,Review score,126,Mumbai,4
FabExpress Abad Inn,8.0,Review score,150,Mumbai,4
Hotel Sun Shine Inn,5.0,Review score,236,Mumbai,4
Hotel Regal International - Near International Airport,4.3,Review score,161,Mumbai,4
Hotel Rose Inn,7.3,Very good,72,Mumbai,4
"Click Hotel Caliph, Mumbai",6.5,Review score,220,Mumbai,4
Hotel Skylink Hospitality Next to Amber Imperial,7.2,Review score,118,Mumbai,4
Hotel Embassy Grand,7.5,Good,124,Mumbai,4
FabExpress Silver Lake,6.5,Review score,134,Mumbai,4
Hotel Embassy Grand,7.5,Good,124,Mumbai,4
FabExpress Silver Lake,7.4,Good,134,Mumbai,4
Hotel Oyster Suite Andheri West,7.8,Review score,106,Mumbai,4
OYO Blue Pearl Residency Near Chhatrapati Shivaji International Airport,5.8,Good,80,Mumbai,4
Apollo Guest House,6.3,Good,170,Mumbai,4
LaStay Hotel,6.5,Good,78,Mumbai,4
FabExpress Comfort Stay,6.2,Review score,89,Mumbai,4
ZARA GRAND HOTEL,4.4,Review score,120,Mumbai,4
FabExpress Super 7 Inn,7.7,Review score,84,Mumbai,4
Hotel Powai Residency,7.2,Review score,104,Mumbai,4
Hotel Blue Wellington - Near Mumbai Airport,7.4,Review score,76,Mumbai,4
"Hotel Mumbai House, Malad",5.2,Good,251,Mumbai,4
Neenava Dormitory Asalpha,4.6,Good,15,Mumbai,4
Treebo Trend Blue Moon Powai,6.1,Good,157,Mumbai,4
Hotel Havana,6.4,Review score,120,Mumbai,4
Super OYO Collection O 84249 Hotel Ulife,4.5,Review score,88,Mumbai,4
Hotel Embassy Park - BKC Mumbai,6.0,Review score,170,Mumbai,4
Hotel Olten,7.2,Review score,169,Mumbai,4
FabExpress Royal Park I,5.7,Review score,134,Mumbai,4
Hotel BKC Mannat,6.3,Review score,176,Mumbai,4
OYO Townhouse 799 Royal Palms Hotel - Lily Collection,7.0,Good,92,Mumbai,4
Hotel Bawa Regency,6.6,Review score,398,Mumbai,4
"Hotel Lords, Fort",5.7,Review score,191,Mumbai,4
Hotel Galaxy Inn,7.0,Good,86,Mumbai,4
FabHotel West Inn,3.9,Review score,83,Mumbai,4
OYO Townhouse 799 Royal Palms Hotel - Lily Collection,7.8,Review score,92,Mumbai,4
FabHotel West Inn,4.0,Good,83,Mumbai,4
OYO Comfort lodging and boarding,5.9,Review score,81,Mumbai,4
"Hotel Lords, Fort",7.5,Good,191,Mumbai,4
Hotel Crawford Inn,7.6,Review score,191,Mumbai,4
Hotel Powai Residency,6.0,Review score,104,Mumbai,4
FabHotel Sahar Garden Marol,2.6,Good,179,Mumbai,4
FabHotel Prime Le Western,7.2,Good,211,Mumbai,4
Super OYO Capital O Hotel Geeta Palace,7.3,Review score,72,Mumbai,4
Hotel Golden Park Near Exhibition Center,8.0,Review score,90,Mumbai,4
Citizen Hotel,5.7,Good,301,Mumbai,4
OYO Townhouse 808 Royal Palms Shared Serviced Apartment,6.0,Good,88,Mumbai,4
"Ginger Mumbai, Andheri",6.1,Very good,338,Mumbai,4
Hotel Leafio-Near Airport,6.5,Review score,153,Mumbai,4
OYO Hotel Golden Nest Near Chhatrapati Shivaji International Airport,6.5,Review score,79,Mumbai,4
O Rooms Near Mumbai international Airport,7.1,Review score,79,Mumbai,4
OYO Townhouse 810 Royal Palms Hotel - Daisy Collection,5.8,Review score,90,Mumbai,4
FabExpress Deluxe Comfort,9.0,Review score,143,Mumbai,4
Hotel Concord Galaxy,6.6,Good,114,Mumbai,4
Hotel Amfahh - Andheri West Railway Station,7.5,Review score,106,Mumbai,4
Hotel Priceless Hospitality Next to Kokilaben Ambani Hospital,3.9,Superb,114,Mumbai,4
Hotel Emerald Near T2 International Airport Mumbai,5.9,Review score,96,Mumbai,4
Hotel Skylink Hospitality Next to Amber Imperial,9.0,Good,118,Mumbai,4
OYO Rana Residency Near Western Express Highway Metro Station,7.6,Review score,69,Mumbai,4
Hotel Suba Palace,5.7,Review score,824,Mumbai,4
"Amber Corp Inn, Near Nesco Exhibition Center",6.0,Superb,155,Mumbai,4
Hotel Bently,4.0,Good,67,Mumbai,4
OYO Druv's Taj Palace Near Chhatrapati Shivaji International Airport,2.6,Review score,78,Mumbai,4
Hotel Hilton Suites,9.0,Review score,129,Mumbai,4
Bed and Breakfast at Colaba,7.3,Review score,193,Mumbai,4
Veera Residency,7.0,Review score,156,Mumbai,4
Hotel Broadway Colaba,6.5,Superb,134,Mumbai,4
Treebo Trend Zaid International,4.9,Good,123,Mumbai,4
Hotel Larmont Luxury,5.8,Good,178,Mumbai,4
